GEOID,STATE,COUNTY,TRACT,BLOCK,P1_Total(001),P1_White(003),P1_Black(004),P1_AIAN(005),P1_Asian(006),P1_NHPI(007),P1_Other(008),P1_TwoPlus(009),P2_Total(001),P2_Hispanic(002),P2_NotHispanic(003),P2_NH_White(005),P2_NH_Black(006),P2_NH_AIAN(007),P2_NH_Asian(008),P2_NH_NHPI(009),P2_NH_Other(010),P2_NH_TwoPlus(011),H1_TotalUnits(001),H1_Occupied(002),H1_Vacant(003),P5_GQTotal(001),P5_Inst(002),P5_Correctional(003),P5_Juvenile(004),P5_Nursing(005),P5_OtherInst(006),P5_NonInst(007),P5_College(008),P5_Military(009),P5_OtherNonInst(010),ad_old,ad_new,place_share
361190022022003,36,119,002202,2003,320,281,10,0,11,0,7,11,320,24,296,272,9,0,11,0,0,4,214,210,4,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190022041005,36,119,002204,1005,19,17,0,0,0,0,0,2,19,4,15,13,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022041010,36,119,002204,1010,4,2,0,0,0,0,1,1,4,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190019001010,36,119,001900,1010,89,53,6,0,3,0,19,8,89,29,60,48,6,0,3,0,2,1,32,32,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190018001002,36,119,001800,1002,70,6,32,3,8,0,7,14,70,22,48,6,29,0,8,0,1,4,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190020004002,36,119,002000,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.999999999999998
361190021011004,36,119,002101,1004,77,44,3,0,13,0,9,8,77,14,63,43,3,0,13,0,4,0,28,28,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190020004004,36,119,002000,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022031001,36,119,002203,1001,422,260,29,3,51,0,27,52,422,87,335,240,29,1,51,0,0,14,279,275,4,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190022024014,36,119,002202,4014,60,53,2,0,2,0,0,3,60,2,58,53,2,0,2,0,0,1,21,21,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022021003,36,119,002202,1003,37,24,4,0,0,0,1,8,37,8,29,18,4,0,0,0,1,6,7,7,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190022044005,36,119,002204,4005,71,55,4,0,8,0,3,1,71,3,68,55,4,0,8,0,0,1,40,39,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190022024020,36,119,002202,4020,85,76,0,0,6,0,0,3,85,3,82,76,0,0,6,0,0,0,33,29,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022042012,36,119,002204,2012,109,88,6,0,13,0,0,2,109,11,98,78,6,0,13,0,0,1,0,0,0,109,0,0,0,0,0,109,109,0,0,090,090,1.0
361190022012012,36,119,002201,2012,49,32,7,0,8,0,2,0,49,7,42,27,7,0,8,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190022023019,36,119,002202,3019,139,126,5,0,1,0,1,6,139,8,131,121,5,0,1,0,1,3,82,80,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190009003008,36,119,000900,3008,127,81,6,0,2,0,13,25,127,45,82,73,6,0,2,0,0,1,51,49,2,0,0,0,0,0,0,0,0,0,0,092,092,1.0
361190008022002,36,119,000802,2002,81,44,7,2,5,0,12,11,81,22,59,44,7,0,5,0,1,2,26,21,5,0,0,0,0,0,0,0,0,0,0,092,090,1.0
361190019001002,36,119,001900,1002,87,61,1,1,1,0,14,9,87,25,62,56,1,0,1,0,0,4,31,25,6,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021052013,36,119,002105,2013,31,22,0,0,4,0,0,5,31,5,26,20,0,0,4,0,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021031016,36,119,002103,1016,33,24,0,0,0,0,0,9,33,8,25,23,0,0,0,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190024053003,36,119,002405,3003,82,36,11,0,9,1,20,5,82,28,54,36,9,0,9,0,0,0,39,37,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190003002002,36,119,000300,2002,65,1,30,4,1,0,12,17,65,23,42,0,27,3,1,0,1,10,41,41,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190001011000,36,119,000101,1000,99,2,36,0,7,0,29,25,99,58,41,2,28,0,7,0,0,4,33,33,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190001033004,36,119,000103,3004,22,0,1,0,0,0,7,14,22,14,8,0,1,0,0,0,0,7,11,10,1,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190001033003,36,119,000103,3003,133,12,63,4,2,0,34,18,133,67,66,7,54,1,2,0,0,2,36,36,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190001011002,36,119,000101,1002,102,9,25,2,1,0,42,23,102,78,24,4,14,0,1,0,4,1,37,36,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190001012001,36,119,000101,2001,75,6,6,7,6,0,30,20,75,62,13,5,0,0,6,0,1,1,17,17,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190001034005,36,119,000103,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999994
361190002022000,36,119,000202,2000,81,16,11,0,23,0,25,6,81,34,47,10,9,0,23,0,4,1,25,17,8,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002021000,36,119,000202,1000,85,25,19,0,2,0,23,16,85,39,46,17,15,0,2,0,0,12,38,38,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190001011003,36,119,000101,1003,1499,109,526,26,19,0,616,203,1499,917,582,52,485,1,19,0,7,18,600,587,13,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014034002,36,119,001403,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190022012000,36,119,002201,2000,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021044001,36,119,002104,4001,494,221,67,0,21,0,119,66,494,205,289,195,67,0,21,0,2,4,276,272,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190013011024,36,119,001301,1024,25,2,0,0,2,0,14,7,25,19,6,2,0,0,2,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014033001,36,119,001403,3001,21,7,0,0,3,0,5,6,21,9,12,7,0,0,3,0,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190008013000,36,119,000801,3000,205,93,46,1,6,0,34,25,205,62,143,89,44,1,5,0,0,4,92,92,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190016002001,36,119,001600,2001,158,58,18,0,1,0,54,27,158,85,73,52,18,0,1,0,0,2,72,72,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190005012006,36,119,000501,2006,140,10,56,4,2,0,34,34,140,78,62,3,56,0,1,0,0,2,56,47,9,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999993
361190006012004,36,119,000601,2004,273,41,56,16,3,1,117,39,273,201,72,20,43,0,3,0,1,5,72,70,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020004012,36,119,002000,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190015021002,36,119,001502,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190020004018,36,119,002000,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024051002,36,119,002405,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022041016,36,119,002204,1016,7,0,0,2,2,0,0,3,7,5,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014021001,36,119,001402,1001,102,84,3,0,3,0,9,3,102,16,86,80,3,0,3,0,0,0,32,29,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014021002,36,119,001402,1002,71,46,2,1,2,0,10,10,71,20,51,43,2,0,2,0,1,3,24,22,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190014021005,36,119,001402,1005,39,17,8,0,5,0,6,3,39,6,33,17,8,0,5,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190014022008,36,119,001402,2008,106,62,0,0,14,0,23,7,106,26,80,61,0,0,14,0,4,1,35,35,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014021006,36,119,001402,1006,363,249,22,0,34,0,48,10,363,64,299,239,19,0,34,0,5,2,207,207,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014022002,36,119,001402,2002,76,47,6,0,11,0,6,6,76,12,64,45,6,0,9,0,0,4,17,17,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014034003,36,119,001403,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014034008,36,119,001403,4008,244,110,29,1,13,0,62,29,244,90,154,102,27,1,12,0,7,5,109,95,14,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190006012006,36,119,000601,2006,167,28,68,1,0,0,44,26,167,98,69,12,53,0,0,0,0,4,71,62,9,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190005012001,36,119,000501,2001,33,8,6,2,0,0,10,7,33,18,15,8,6,0,0,0,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190005012010,36,119,000501,2010,72,11,27,4,0,0,18,12,72,36,36,9,24,0,0,0,0,3,28,23,5,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190003003000,36,119,000300,3000,132,0,9,7,4,0,98,14,132,120,12,0,7,0,4,0,0,1,36,36,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190010002006,36,119,001000,2006,108,32,22,1,0,0,49,4,108,71,37,12,21,1,0,0,1,2,54,54,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190011011001,36,119,001101,1001,120,21,38,6,0,0,49,6,120,75,45,16,29,0,0,0,0,0,38,37,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190011012001,36,119,001101,2001,170,32,34,2,0,0,83,19,170,132,38,16,22,0,0,0,0,0,51,48,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190011012006,36,119,001101,2006,197,13,36,7,2,1,102,36,197,153,44,5,29,0,2,0,2,6,60,55,5,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190011011002,36,119,001101,1002,468,73,114,11,3,0,206,61,468,328,140,41,92,0,3,0,3,1,148,122,26,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190011012007,36,119,001101,2007,180,37,42,3,0,0,83,15,180,131,49,2,41,0,0,0,4,2,57,57,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190011011000,36,119,001101,1000,289,38,64,5,0,0,143,39,289,202,87,28,53,0,0,0,3,3,76,66,10,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190006011000,36,119,000601,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190005012000,36,119,000501,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008021004,36,119,000802,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190010002002,36,119,001000,2002,37,5,13,0,0,0,16,3,37,21,16,3,13,0,0,0,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190016004011,36,119,001600,4011,164,58,26,4,1,0,30,45,164,102,62,33,24,0,1,0,0,4,58,51,7,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190010002009,36,119,001000,2009,57,24,10,0,2,0,8,13,57,21,36,21,10,0,0,0,0,5,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190010001002,36,119,001000,1002,133,23,46,2,1,0,35,26,133,72,61,15,43,1,1,0,0,1,55,52,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190011021001,36,119,001102,1001,272,31,82,6,10,0,118,25,272,164,108,15,79,0,10,0,1,3,92,86,6,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190011021004,36,119,001102,1004,127,60,23,0,0,0,43,1,127,50,77,52,20,0,0,0,4,1,49,49,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190010001000,36,119,001000,1000,240,43,70,7,7,0,87,26,240,123,117,43,64,1,6,0,0,3,89,85,4,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190001032003,36,119,000103,2003,248,34,94,7,0,0,66,47,248,131,117,10,88,0,0,0,11,8,88,80,8,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190001031003,36,119,000103,1003,133,26,61,0,3,1,21,21,133,34,99,19,61,0,3,1,4,11,78,78,0,16,0,0,0,0,0,16,0,0,16,089,089,1.0000000000000002
361190001032004,36,119,000103,2004,121,31,23,0,7,0,48,12,121,63,58,24,20,0,7,0,2,5,34,29,5,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190024035000,36,119,002403,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190013011017,36,119,001301,1017,54,32,6,0,3,1,5,7,54,15,39,29,4,0,3,0,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190013021007,36,119,001302,1007,352,42,92,9,12,5,122,70,352,229,123,18,78,2,12,0,3,10,101,101,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013022000,36,119,001302,2000,141,67,15,4,5,0,22,28,141,40,101,65,15,2,5,0,9,5,89,88,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013023002,36,119,001302,3002,391,67,85,8,45,0,135,51,391,211,180,50,80,0,45,0,2,3,165,156,9,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013022001,36,119,001302,2001,143,45,20,2,12,0,41,23,143,64,79,42,15,1,12,0,6,3,60,54,6,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013023000,36,119,001302,3000,393,137,21,6,72,0,108,49,393,187,206,109,17,2,72,0,1,5,148,142,6,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999997
361190013011016,36,119,001301,1016,63,36,5,1,6,0,5,10,63,12,51,36,5,0,6,0,0,4,23,23,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190013011025,36,119,001301,1025,46,34,3,0,1,0,2,6,46,7,39,33,3,0,1,0,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014032004,36,119,001403,2004,51,9,6,0,6,0,16,14,51,34,17,5,2,0,6,0,2,2,6,0,6,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190014014002,36,119,001401,4002,21,5,1,0,4,0,6,5,21,7,14,4,1,0,3,0,3,3,5,1,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024022003,36,119,002402,2003,1049,465,181,2,63,0,189,149,1049,367,682,392,161,1,62,0,21,45,628,589,39,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008011002,36,119,000801,1002,1048,606,79,7,50,0,179,127,1048,341,707,561,79,5,50,0,2,10,550,525,25,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190008011004,36,119,000801,1004,330,149,64,3,22,0,40,52,330,101,229,134,59,0,22,0,4,10,169,160,9,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008011001,36,119,000801,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008015002,36,119,000801,5002,221,120,18,1,24,0,38,20,221,62,159,113,12,1,22,0,3,8,103,102,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190007023000,36,119,000702,3000,349,60,120,11,9,0,97,52,349,158,191,53,113,4,8,0,0,13,155,139,16,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190009002018,36,119,000900,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092,1.0
361190007012007,36,119,000701,2007,151,90,23,0,11,0,22,5,151,34,117,84,21,0,11,0,0,1,52,52,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190007012006,36,119,000701,2006,77,36,12,0,0,0,14,15,77,35,42,31,7,0,0,0,0,4,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190007012004,36,119,000701,2004,88,55,7,0,2,0,17,7,88,29,59,50,3,0,2,0,0,4,28,28,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190007012003,36,119,000701,2003,74,40,1,0,9,0,10,14,74,24,50,37,1,0,9,0,3,0,22,20,2,0,0,0,0,0,0,0,0,0,0,092,092,1.0
361190008014001,36,119,000801,4001,71,40,17,0,0,0,4,10,71,16,55,40,12,0,0,0,1,2,25,20,5,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190006022001,36,119,000602,2001,336,108,84,2,32,0,82,28,336,118,218,93,83,1,31,0,0,10,138,128,10,7,0,0,0,0,0,7,0,0,7,090,090,1.0
361190008015001,36,119,000801,5001,757,391,76,1,103,0,106,80,757,213,544,348,76,1,103,0,0,16,353,353,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008012002,36,119,000801,2002,204,88,30,1,17,0,44,24,204,74,130,72,27,0,17,0,9,5,70,59,11,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190022023015,36,119,002202,3015,28,18,4,0,5,0,1,0,28,1,27,18,4,0,5,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021033012,36,119,002103,3012,44,42,0,0,0,0,0,2,44,1,43,42,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021032005,36,119,002103,2005,79,64,2,0,5,0,0,8,79,10,69,62,2,0,5,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021032007,36,119,002103,2007,46,38,1,0,6,0,0,1,46,0,46,38,1,0,6,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190021033006,36,119,002103,3006,66,63,0,0,0,0,0,3,66,1,65,63,0,0,0,0,0,2,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021033028,36,119,002103,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190023001022,36,119,002300,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014013008,36,119,001401,3008,46,28,0,0,0,0,15,3,46,14,32,28,0,0,0,0,2,2,21,17,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014022004,36,119,001402,2004,124,93,5,1,12,0,11,2,124,10,114,93,5,0,12,0,2,2,36,32,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014022009,36,119,001402,2009,31,12,1,0,9,0,1,8,31,4,27,10,1,0,9,0,1,6,9,9,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190015033001,36,119,001503,3001,82,63,7,0,1,0,4,7,82,13,69,61,7,0,1,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999996
361190015033007,36,119,001503,3007,88,77,5,0,3,0,1,2,88,2,86,77,5,0,3,0,0,1,38,31,7,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190009002010,36,119,000900,2010,13,8,4,0,0,0,0,1,13,6,7,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,092,092,0.9999999999999999
361190022043010,36,119,002204,3010,389,295,22,0,61,1,8,2,389,35,354,270,22,0,61,0,0,1,8,0,8,379,0,0,0,0,0,379,379,0,0,090,090,1.0000000000000004
361190024011017,36,119,002401,1017,131,84,22,0,3,0,9,13,131,22,109,83,19,0,3,0,1,3,79,75,4,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190024032003,36,119,002403,2003,46,22,3,0,8,0,4,9,46,13,33,22,1,0,8,0,2,0,17,17,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024033005,36,119,002403,3005,73,42,1,0,6,0,14,10,73,21,52,42,1,0,5,0,0,4,31,31,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024033002,36,119,002403,3002,56,37,7,2,1,0,0,9,56,8,48,34,7,0,1,0,0,6,14,12,2,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190024033000,36,119,002403,3000,79,55,0,3,2,0,12,7,79,20,59,53,0,0,2,0,1,3,35,32,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024033003,36,119,002403,3003,54,31,6,0,1,0,8,8,54,17,37,23,6,0,0,0,0,8,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024032004,36,119,002403,2004,100,54,5,1,7,0,18,15,100,32,68,52,5,1,7,0,0,3,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190024032000,36,119,002403,2000,68,32,8,0,8,0,6,14,68,20,48,32,8,0,8,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024031005,36,119,002403,1005,280,152,39,0,8,0,59,22,280,91,189,147,31,0,8,0,1,2,118,118,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999993
361190007022000,36,119,000702,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,092,1.0000000000000004
361190020001006,36,119,002000,1006,158,92,1,2,13,0,16,34,158,58,100,86,1,0,10,0,0,3,49,42,7,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999994
361190020001007,36,119,002000,1007,76,39,1,1,22,0,5,8,76,14,62,39,0,0,22,0,0,1,22,14,8,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021013004,36,119,002101,3004,105,53,4,0,30,0,3,15,105,20,85,53,2,0,27,0,0,3,37,37,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190021051016,36,119,002105,1016,250,190,19,0,30,0,8,3,250,10,240,188,19,0,30,0,0,3,109,98,11,81,0,0,0,0,0,81,0,0,81,090,090,1.0000000000000007
361190021042011,36,119,002104,2011,65,42,3,0,7,0,7,6,65,16,49,38,3,0,7,0,1,0,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190021042022,36,119,002104,2022,22,7,0,0,8,0,0,7,22,5,17,7,0,0,8,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021071006,36,119,002107,1006,103,85,3,0,14,0,0,1,103,5,98,82,2,0,14,0,0,0,36,28,8,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014022012,36,119,001402,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190014022013,36,119,001402,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190014022010,36,119,001402,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190014022000,36,119,001402,2000,14,8,0,1,3,0,0,2,14,2,12,8,0,0,3,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190015033000,36,119,001503,3000,28,9,9,0,3,0,2,5,28,9,19,9,6,0,3,0,0,1,10,9,1,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999997
361190014034010,36,119,001403,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015033002,36,119,001503,3002,53,47,2,0,0,0,2,2,53,4,49,47,2,0,0,0,0,0,16,6,10,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190015032003,36,119,001503,2003,42,21,0,0,3,0,5,13,42,18,24,19,0,0,3,0,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015033004,36,119,001503,3004,99,82,0,0,3,0,3,11,99,15,84,80,0,0,3,0,0,1,30,19,11,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015033010,36,119,001503,3010,27,20,1,0,2,0,0,4,27,4,23,20,1,0,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190014012010,36,119,001401,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190014013013,36,119,001401,3013,33,21,3,1,5,0,2,1,33,3,30,20,3,0,5,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014012006,36,119,001401,2006,56,21,1,0,10,0,9,15,56,23,33,21,1,0,10,0,0,1,26,21,5,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190014013012,36,119,001401,3012,77,51,0,2,1,0,3,20,77,24,53,42,0,0,1,0,0,10,21,21,0,14,0,0,0,0,0,14,0,0,14,090,090,1.0
361190015033005,36,119,001503,3005,101,71,0,0,11,0,5,14,101,18,83,71,0,0,11,0,0,1,38,38,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015033006,36,119,001503,3006,102,88,0,0,9,0,0,5,102,9,93,84,0,0,9,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999998
361190014012011,36,119,001401,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190014011006,36,119,001401,1006,81,55,5,0,8,0,9,4,81,30,51,42,1,0,8,0,0,0,26,11,15,0,0,0,0,0,0,0,0,0,0,090,090,1.0
